entity_name,entity_state,entity_type,url,accessible,status,redirect_url,error,estimated_vendor,confidence,priority,search_keywords
Gloucester County,NJ,county,https://gloucestercounty.bidsync.com,False,,,connection_failed,bidsync,low,6,"gloucester county nj, gloucester county new jersey"
Gloucester County,NJ,county,https://gloucester-county.bonfirehub.com,False,,,connection_failed,bonfire,low,6,"gloucester county nj, gloucester county new jersey"
Gloucester County,NJ,county,https://gloucestercounty.gov/procurement,False,,,connection_failed,custom_html,low,6,"gloucester county nj, gloucester county new jersey"
Gloucester County,NJ,county,https://gloucestercounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,6,"gloucester county nj, gloucester county new jersey"
Hudson County,NJ,county,https://www.co.hudson.nj.us/procurement,False,,,connection_failed,custom_html,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudsoncountynj.org/procurement,True,307,,,custom_html,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudsoncounty.gov/bids,False,,,connection_failed,custom_html,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudsoncounty.gov/procurement,False,,,connection_failed,custom_html,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://www.hudsoncountynj.gov/procurement,False,,,connection_failed,custom_html,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudson-county.bonfirehub.com,False,,,connection_failed,bonfire,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudsoncounty.ionwave.net,False,,,connection_failed,ionwave,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudsoncounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudsoncounty.gov/purchasing,False,,,connection_failed,custom_html,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudsoncounty.questcdn.com,False,,,connection_failed,questcdn,low,9,"hudson county nj, hudson county new jersey"
Hudson County,NJ,county,https://hudsoncounty.bidsync.com,False,,,connection_failed,bidsync,low,9,"hudson county nj, hudson county new jersey"
Hunterdon County,NJ,county,https://hunterdon-county.bonfirehub.com,False,,,connection_failed,bonfire,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://hunterdoncounty.gov/bids,False,,,connection_failed,custom_html,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://hunterdoncounty.gov/purchasing,False,,,connection_failed,custom_html,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://hunterdoncounty.bidsync.com,False,,,connection_failed,bidsync,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://hunterdoncounty.questcdn.com,False,,,connection_failed,questcdn,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://hunterdoncounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://hunterdoncountynj.org/procurement,False,,,connection_failed,custom_html,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://hunterdoncounty.ionwave.net,False,,,connection_failed,ionwave,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://www.hunterdoncountynj.gov/procurement,False,,,connection_failed,custom_html,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://www.co.hunterdon.nj.us/procurement,False,404,,,custom_html,low,5,"hunterdon county nj, hunterdon county new jersey"
Hunterdon County,NJ,county,https://hunterdoncounty.gov/procurement,False,,,connection_failed,custom_html,low,5,"hunterdon county nj, hunterdon county new jersey"
Mercer County,NJ,county,https://mercercounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://mercer-county.bonfirehub.com,False,,,connection_failed,bonfire,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://mercercounty.questcdn.com,False,,,connection_failed,questcdn,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://mercercountynj.org/procurement,False,,,connection_failed,custom_html,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://mercercounty.gov/procurement,False,,,connection_failed,custom_html,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://mercercounty.ionwave.net,False,,,connection_failed,ionwave,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://www.co.mercer.nj.us/procurement,False,,,connection_failed,custom_html,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://mercercounty.gov/purchasing,False,,,connection_failed,custom_html,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://www.mercercountynj.gov/procurement,False,,,connection_failed,custom_html,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://mercercounty.bidsync.com,False,,,connection_failed,bidsync,low,8,"mercer county nj, mercer county new jersey"
Mercer County,NJ,county,https://mercercounty.gov/bids,False,,,connection_failed,custom_html,low,8,"mercer county nj, mercer county new jersey"
Middlesex County,NJ,county,https://middlesex-county.bonfirehub.com,False,,,connection_failed,bonfire,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://middlesexcounty.gov/procurement,False,,,connection_failed,custom_html,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://www.middlesexcountynj.gov/procurement,False,403,,,custom_html,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://middlesexcountynj.org/procurement,False,,,connection_failed,custom_html,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://middlesexcounty.bidsync.com,False,,,connection_failed,bidsync,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://middlesexcounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://middlesexcounty.gov/purchasing,False,,,connection_failed,custom_html,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://middlesexcounty.questcdn.com,False,,,connection_failed,questcdn,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://middlesexcounty.gov/bids,False,,,connection_failed,custom_html,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://www.co.middlesex.nj.us/procurement,False,404,,,custom_html,low,9,"middlesex county nj, middlesex county new jersey"
Middlesex County,NJ,county,https://middlesexcounty.ionwave.net,False,,,connection_failed,ionwave,low,9,"middlesex county nj, middlesex county new jersey"
Monmouth County,NJ,county,https://monmouthcounty.questcdn.com,False,,,connection_failed,questcdn,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://www.co.monmouth.nj.us/procurement,True,200,https://mcapps.co.monmouth.nj.us/web/404.html,,custom_html,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://monmouthcounty.bidsync.com,False,,,connection_failed,bidsync,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://monmouthcounty.gov/procurement,False,,,connection_failed,custom_html,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://monmouthcounty.gov/bids,False,,,connection_failed,custom_html,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://monmouthcountynj.org/procurement,False,,,connection_failed,custom_html,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://www.monmouthcountynj.gov/procurement,False,,,connection_failed,custom_html,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://monmouth-county.bonfirehub.com,False,,,connection_failed,bonfire,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://monmouthcounty.gov/purchasing,False,,,connection_failed,custom_html,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://monmouthcounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,8,"monmouth county nj, monmouth county new jersey"
Monmouth County,NJ,county,https://monmouthcounty.ionwave.net,False,,,connection_failed,ionwave,low,8,"monmouth county nj, monmouth county new jersey"
Morris County,NJ,county,https://morriscounty.gov/purchasing,False,,,connection_failed,custom_html,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://morriscounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://www.co.morris.nj.us/procurement,False,,,timeout,custom_html,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://morriscountynj.org/procurement,False,,,timeout,custom_html,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://morris-county.bonfirehub.com,False,,,connection_failed,bonfire,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://morriscounty.gov/procurement,False,,,connection_failed,custom_html,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://www.morriscountynj.gov/procurement,False,404,,,custom_html,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://morriscounty.questcdn.com,False,,,connection_failed,questcdn,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://morriscounty.gov/bids,False,,,connection_failed,custom_html,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://morriscounty.bidsync.com,False,,,connection_failed,bidsync,low,7,"morris county nj, morris county new jersey"
Morris County,NJ,county,https://morriscounty.ionwave.net,False,,,connection_failed,ionwave,low,7,"morris county nj, morris county new jersey"
Ocean County,NJ,county,https://oceancounty.gov/procurement,False,,,connection_failed,custom_html,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://ocean-county.bonfirehub.com,False,,,connection_failed,bonfire,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://oceancounty.ionwave.net,False,,,connection_failed,ionwave,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://oceancounty.bidsync.com,False,,,connection_failed,bidsync,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://oceancounty.questcdn.com,False,,,connection_failed,questcdn,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://www.oceancountynj.gov/procurement,True,200,https://co.ocean.nj.us,,custom_html,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://oceancounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://www.co.ocean.nj.us/procurement,False,404,,,custom_html,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://oceancounty.gov/purchasing,False,,,connection_failed,custom_html,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://oceancounty.gov/bids,False,,,connection_failed,custom_html,low,7,"ocean county nj, ocean county new jersey"
Ocean County,NJ,county,https://oceancountynj.org/procurement,False,,,connection_failed,custom_html,low,7,"ocean county nj, ocean county new jersey"
Passaic County,NJ,county,https://www.passaiccountynj.gov/procurement,False,,,connection_failed,custom_html,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaiccounty.gov/procurement,False,,,connection_failed,custom_html,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaiccounty.gov/bids,False,,,connection_failed,custom_html,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaiccounty.bidsync.com,False,,,connection_failed,bidsync,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://www.co.passaic.nj.us/procurement,False,,,connection_failed,custom_html,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaic-county.bonfirehub.com,False,,,connection_failed,bonfire,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaiccounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaiccounty.questcdn.com,False,,,connection_failed,questcdn,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaiccounty.gov/purchasing,False,,,connection_failed,custom_html,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaiccountynj.org/procurement,False,404,,,custom_html,low,8,"passaic county nj, passaic county new jersey"
Passaic County,NJ,county,https://passaiccounty.ionwave.net,False,,,connection_failed,ionwave,low,8,"passaic county nj, passaic county new jersey"
Salem County,NJ,county,https://salemcounty.ionwave.net,False,,,connection_failed,ionwave,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://salemcounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://salemcountynj.org/procurement,False,,,connection_failed,custom_html,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://www.salemcountynj.gov/procurement,False,404,,,custom_html,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://www.co.salem.nj.us/procurement,False,,,connection_failed,custom_html,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://salemcounty.gov/procurement,False,,,connection_failed,custom_html,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://salemcounty.questcdn.com,False,,,connection_failed,questcdn,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://salemcounty.bidsync.com,False,,,connection_failed,bidsync,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://salem-county.bonfirehub.com,False,,,connection_failed,bonfire,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://salemcounty.gov/bids,False,,,connection_failed,custom_html,low,4,"salem county nj, salem county new jersey"
Salem County,NJ,county,https://salemcounty.gov/purchasing,False,,,connection_failed,custom_html,low,4,"salem county nj, salem county new jersey"
Somerset County,NJ,county,https://somersetcountynj.org/procurement,False,,,connection_failed,custom_html,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://somersetcounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://somersetcounty.gov/procurement,False,,,connection_failed,custom_html,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://somersetcounty.bidsync.com,False,,,connection_failed,bidsync,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://www.co.somerset.nj.us/procurement,False,404,,,custom_html,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://somersetcounty.questcdn.com,False,,,connection_failed,questcdn,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://somersetcounty.gov/purchasing,False,,,connection_failed,custom_html,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://somersetcounty.gov/bids,False,,,connection_failed,custom_html,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://somerset-county.bonfirehub.com,False,,,connection_failed,bonfire,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://somersetcounty.ionwave.net,False,,,connection_failed,ionwave,low,7,"somerset county nj, somerset county new jersey"
Somerset County,NJ,county,https://www.somersetcountynj.gov/procurement,False,403,,,custom_html,low,7,"somerset county nj, somerset county new jersey"
Sussex County,NJ,county,https://www.sussexcountynj.gov/procurement,False,,,connection_failed,custom_html,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://sussexcounty.bidsync.com,False,,,connection_failed,bidsync,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://sussexcounty.publicpurchase.com,False,,,connection_failed,publicpurchase,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://sussexcounty.gov/purchasing,False,,,connection_failed,custom_html,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://sussexcounty.questcdn.com,False,,,connection_failed,questcdn,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://sussexcounty.ionwave.net,False,,,connection_failed,ionwave,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://sussex-county.bonfirehub.com,False,,,connection_failed,bonfire,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://sussexcountynj.org/procurement,False,,,connection_failed,custom_html,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://www.co.sussex.nj.us/procurement,False,,,connection_failed,custom_html,low,5,"sussex county nj, sussex county new jersey"
Sussex County,NJ,county,https://sussexcounty.gov/bids,False,,,connection_failed,custom_html,low,5,"sussex county nj, sussex county new jersey"
